timestamp,price_EUR_MWh
2024-08-14 01:00,78.94
2024-08-14 02:00,68.76
2024-08-14 03:00,62.18
2024-08-14 04:00,60.0
2024-08-14 05:00,65.66
2024-08-14 06:00,68.83
2024-08-14 07:00,78.94
2024-08-14 08:00,69.81
2024-08-14 09:00,65.54
2024-08-14 10:00,76.95
2024-08-14 11:00,78.99
2024-08-14 12:00,72.87
2024-08-14 13:00,70.52
2024-08-14 14:00,70.31
2024-08-14 15:00,75.75
2024-08-14 16:00,70.92
2024-08-14 17:00,72.64
2024-08-14 18:00,100.63
2024-08-14 19:00,64.09
2024-08-14 20:00,61.3
2024-08-14 21:00,60.81
2024-08-14 22:00,63.02
2024-08-14 23:00,60.27
2024-08-15 00:00,68.77
2024-08-15 01:00,58.0
2024-08-15 02:00,54.01
2024-08-15 03:00,57.56
2024-08-15 04:00,56.98
2024-08-15 05:00,59.0
2024-08-15 06:00,60.73
2024-08-15 07:00,63.6
2024-08-15 08:00,64.01
2024-08-15 09:00,60.26
2024-08-15 10:00,57.38
2024-08-15 11:00,47.92
2024-08-15 12:00,20.22
2024-08-15 13:00,9.03
2024-08-15 14:00,8.66
2024-08-15 15:00,19.79
2024-08-15 16:00,42.08
2024-08-15 17:00,60.05
2024-08-15 18:00,64.9
2024-08-15 19:00,77.73
2024-08-15 20:00,70.16
2024-08-15 21:00,69.85
2024-08-15 22:00,67.81
2024-08-15 23:00,68.36
2024-08-16 00:00,62.08
2024-08-16 01:00,65.39
2024-08-16 02:00,65.91
2024-08-16 03:00,65.01
2024-08-16 04:00,64.91
2024-08-16 05:00,66.5
2024-08-16 06:00,57.99
2024-08-16 07:00,69.52
2024-08-16 08:00,74.79
2024-08-16 09:00,69.12
2024-08-16 10:00,55.95
2024-08-16 11:00,48.93
2024-08-16 12:00,40.68
2024-08-16 13:00,36.96
2024-08-16 14:00,37.84
2024-08-16 15:00,47.84
2024-08-16 16:00,55.04
2024-08-16 17:00,56.8
2024-08-16 18:00,65.19
2024-08-16 19:00,70.2
2024-08-16 20:00,69.52
2024-08-16 21:00,68.31
2024-08-16 22:00,70.69
2024-08-16 23:00,70.4
2024-08-17 00:00,81.07
2024-08-17 01:00,80.29
2024-08-17 02:00,77.16
2024-08-17 03:00,70.32
2024-08-17 04:00,62.85
2024-08-17 05:00,63.07
2024-08-17 06:00,75.41
2024-08-17 07:00,77.96
2024-08-17 08:00,80.21
2024-08-17 09:00,72.42
2024-08-17 10:00,63.78
2024-08-17 11:00,56.18
2024-08-17 12:00,46.32
2024-08-17 13:00,42.07
2024-08-17 14:00,38.52
2024-08-17 15:00,44.13
2024-08-17 16:00,57.14
2024-08-17 17:00,62.99
2024-08-17 18:00,72.41
2024-08-17 19:00,77.19
2024-08-17 20:00,73.65
2024-08-17 21:00,77.1
2024-08-17 22:00,70.99
2024-08-17 23:00,70.36
2024-08-18 00:00,76.1
2024-08-18 01:00,73.4
2024-08-18 02:00,66.89
2024-08-18 03:00,61.48
2024-08-18 04:00,61.08
2024-08-18 05:00,60.84
2024-08-18 06:00,60.76
2024-08-18 07:00,67.62
2024-08-18 08:00,68.04
2024-08-18 09:00,72.05
2024-08-18 10:00,65.44
2024-08-18 11:00,60.07
2024-08-18 12:00,54.44
2024-08-18 13:00,40.87
2024-08-18 14:00,36.25
2024-08-18 15:00,47.19
2024-08-18 16:00,55.88
2024-08-18 17:00,66.26
2024-08-18 18:00,74.32
